"","diff","lwr.ci","upr.ci","pval"
"2-1",0.194940073136446,0.0936872619540536,0.296192884318838,1.99269174702144e-05
"3-1",0.574388569737398,0.233098423936364,0.915678715538431,0.000241213853236721
"3-2",0.379448496600952,0.0443829176585957,0.714514075543308,0.0217171508209382
