"","diff","lwr.ci","upr.ci","pval"
"2-1",0.331097450167858,0.237234589009222,0.424960311326495,3.91996435311626e-11
"3-1",0.576728701392021,0.261933526856904,0.891523875927138,5.38980208568685e-05
"3-2",0.245631251224163,-0.0632978753768933,0.554560377825219,0.149247856713204
