"","diff","lwr.ci","upr.ci","pval"
"2-1",0.0848796032091465,0.0362171005752864,0.133542105843007,0.000132213790289049
"3-1",0.00266395427685351,-0.161194709815786,0.166522618369493,0.999198640808103
"3-2",-0.082215648932293,-0.243083343923525,0.0786520460589393,0.454045453822367
