"","diff","lwr.ci","upr.ci","pval"
"2-1",-0.219610047925247,-0.275171737234209,-0.164048358616285,2.77048384234035e-11
"3-1",-0.466027178257394,-0.65498199032784,-0.277072366186948,2.53941973005212e-08
"3-2",-0.246417130332147,-0.432020615085576,-0.0608136455787182,0.0053185470088396
