"","diff","lwr.ci","upr.ci","pval"
"2-1",0.165090825055681,0.0988084227474427,0.231373227363919,1.94629388161616e-08
"3-1",0.210553490293268,0.0405783150006076,0.380528665585929,0.0103833654594049
"3-2",0.0454626652375871,-0.117216818201663,0.208142148676837,0.789127221417411
