"","diff","lwr.ci","upr.ci","pval"
"2-1",0.0824990730441213,0.0267396286842809,0.138258517403962,0.00154024395856756
"3-1",0.423132810229564,0.235376990680039,0.610888629779089,4.17019999199297e-07
"3-2",0.340633737185443,0.156305089815014,0.524962384555872,4.566243376114e-05
