"","diff","lwr.ci","upr.ci","pval"
"2-1",-0.430886359585464,-0.56148086922089,-0.300291849950037,4.1410985751611e-11
"3-1",-0.724561403508805,-1.16391586700995,-0.285206940007663,0.000333237588990398
"3-2",-0.293675043923341,-0.724903785394148,0.137553697547466,0.247008941092651
