"","diff","lwr.ci","upr.ci","pval"
"2-1",-0.0936579845961977,-0.155572753006467,-0.0317432161859282,0.00116428290714055
"3-1",0.000929368029741362,-0.157845408490874,0.159704144550356,0.999895994934316
"3-2",0.0945873526259391,-0.0573724767025695,0.246547181954448,0.310394504266383
